,index,participant_id,tag_timestamp,metric,unix_timestamp,timestamp,eda,temperature,bvp
0,75859,1-1-001,2024-10-04 23:11:18.168359,eda,1728083328289027,2024-10-04 23:08:48.289027,0.1836364865303039,,
1,75860,1-1-001,2024-10-04 23:11:18.168359,eda,1728083328539027,2024-10-04 23:08:48.539027,0.1817572116851806,,
2,75861,1-1-001,2024-10-04 23:11:18.168359,eda,1728083328789027,2024-10-04 23:08:48.789027,0.1794291585683822,,
3,75862,1-1-001,2024-10-04 23:11:18.168359,eda,1728083329039027,2024-10-04 23:08:49.039027,0.1807194054126739,,
4,75863,1-1-001,2024-10-04 23:11:18.168359,eda,1728083329289027,2024-10-04 23:08:49.289027,0.1844779551029205,,
5,75864,1-1-001,2024-10-04 23:11:18.168359,eda,1728083329539027,2024-10-04 23:08:49.539027,0.184113323688507,,
6,75865,1-1-001,2024-10-04 23:11:18.168359,eda,1728083329789027,2024-10-04 23:08:49.789027,0.1844639331102371,,
7,75866,1-1-001,2024-10-04 23:11:18.168359,eda,1728083330039027,2024-10-04 23:08:50.039027,0.1834401488304138,,
8,75867,1-1-001,2024-10-04 23:11:18.168359,eda,1728083330289027,2024-10-04 23:08:50.289027,0.1842816174030304,,
9,75868,1-1-001,2024-10-04 23:11:18.168359,eda,1728083330539027,2024-10-04 23:08:50.539027,0.1865956485271453,,
10,75869,1-1-001,2024-10-04 23:11:18.168359,eda,1728083330789027,2024-10-04 23:08:50.789027,0.1888676136732101,,
11,75870,1-1-001,2024-10-04 23:11:18.168359,eda,1728083331039027,2024-10-04 23:08:51.039027,0.1897371262311935,,
12,75871,1-1-001,2024-10-04 23:11:18.168359,eda,1728083331289027,2024-10-04 23:08:51.289027,0.189596876502037,,
13,75872,1-1-001,2024-10-04 23:11:18.168359,eda,1728083331539027,2024-10-04 23:08:51.539027,0.1901859045028686,,
14,75873,1-1-001,2024-10-04 23:11:18.168359,eda,1728083331789027,2024-10-04 23:08:51.789027,0.1898072510957718,,
15,75874,1-1-001,2024-10-04 23:11:18.168359,eda,1728083332039027,2024-10-04 23:08:52.039027,0.1898773610591888,,
16,75875,1-1-001,2024-10-04 23:11:18.168359,eda,1728083332289027,2024-10-04 23:08:52.289027,0.1888535767793655,,
17,75876,1-1-001,2024-10-04 23:11:18.168359,eda,1728083332539027,2024-10-04 23:08:52.539027,0.1885590702295303,,
18,75877,1-1-001,2024-10-04 23:11:18.168359,eda,1728083332789027,2024-10-04 23:08:52.789027,0.1868621110916137,,
19,75878,1-1-001,2024-10-04 23:11:18.168359,eda,1728083333039027,2024-10-04 23:08:53.039027,0.1866517513990402,,
20,75879,1-1-001,2024-10-04 23:11:18.168359,eda,1728083333289027,2024-10-04 23:08:53.289027,0.1866236925125122,,
21,75880,1-1-001,2024-10-04 23:11:18.168359,eda,1728083333539027,2024-10-04 23:08:53.539027,0.1871566325426101,,
22,75881,1-1-001,2024-10-04 23:11:18.168359,eda,1728083333789027,2024-10-04 23:08:53.789027,0.1931310445070266,,
23,75882,1-1-001,2024-10-04 23:11:18.168359,eda,1728083334039027,2024-10-04 23:08:54.039027,0.1920932233333587,,
24,75883,1-1-001,2024-10-04 23:11:18.168359,eda,1728083334289027,2024-10-04 23:08:54.289027,0.1898633390665054,,
25,75884,1-1-001,2024-10-04 23:11:18.168359,eda,1728083334539027,2024-10-04 23:08:54.539027,0.1914761513471603,,
26,75885,1-1-001,2024-10-04 23:11:18.168359,eda,1728083334789027,2024-10-04 23:08:54.789027,0.1917566359043121,,
27,75886,1-1-001,2024-10-04 23:11:18.168359,eda,1728083335039027,2024-10-04 23:08:55.039027,0.1909852921962738,,
28,75887,1-1-001,2024-10-04 23:11:18.168359,eda,1728083335289027,2024-10-04 23:08:55.289027,0.1896389573812484,,
29,75888,1-1-001,2024-10-04 23:11:18.168359,eda,1728083335539027,2024-10-04 23:08:55.539027,0.1908871233463287,,
30,75889,1-1-001,2024-10-04 23:11:18.168359,eda,1728083335789027,2024-10-04 23:08:55.789027,0.190199926495552,,
31,75890,1-1-001,2024-10-04 23:11:18.168359,eda,1728083336039027,2024-10-04 23:08:56.039027,0.1911816447973251,,
32,75891,1-1-001,2024-10-04 23:11:18.168359,eda,1728083336289027,2024-10-04 23:08:56.289027,0.1930749416351318,,
33,75892,1-1-001,2024-10-04 23:11:18.168359,eda,1728083336539027,2024-10-04 23:08:56.539027,0.1897231042385101,,
34,75893,1-1-001,2024-10-04 23:11:18.168359,eda,1728083336789027,2024-10-04 23:08:56.789027,0.19022798538208,,
35,75894,1-1-001,2024-10-04 23:11:18.168359,eda,1728083337039027,2024-10-04 23:08:57.039027,0.193018838763237,,
36,75895,1-1-001,2024-10-04 23:11:18.168359,eda,1728083337289027,2024-10-04 23:08:57.289027,0.1913779824972152,,
37,75896,1-1-001,2024-10-04 23:11:18.168359,eda,1728083337539027,2024-10-04 23:08:57.539027,0.1922334730625152,,
38,75897,1-1-001,2024-10-04 23:11:18.168359,eda,1728083337789027,2024-10-04 23:08:57.789027,0.190704807639122,,
39,75898,1-1-001,2024-10-04 23:11:18.168359,eda,1728083338039027,2024-10-04 23:08:58.039027,0.1907889544963836,,
40,75899,1-1-001,2024-10-04 23:11:18.168359,eda,1728083338289027,2024-10-04 23:08:58.289027,0.1935237199068069,,
41,75900,1-1-001,2024-10-04 23:11:18.168359,eda,1728083338539027,2024-10-04 23:08:58.539027,0.190480425953865,,
42,75901,1-1-001,2024-10-04 23:11:18.168359,eda,1728083338789027,2024-10-04 23:08:58.789027,0.1899334639310836,,
43,75902,1-1-001,2024-10-04 23:11:18.168359,eda,1728083339039027,2024-10-04 23:08:59.039027,0.1898072510957718,,
44,75903,1-1-001,2024-10-04 23:11:18.168359,eda,1728083339289027,2024-10-04 23:08:59.289027,0.1897651702165603,,
45,75904,1-1-001,2024-10-04 23:11:18.168359,eda,1728083339539027,2024-10-04 23:08:59.539027,0.1903962790966034,,
46,75905,1-1-001,2024-10-04 23:11:18.168359,eda,1728083339789027,2024-10-04 23:08:59.789027,0.1912657916545868,,
47,75906,1-1-001,2024-10-04 23:11:18.168359,eda,1728083340039027,2024-10-04 23:09:00.039027,0.1892743110656738,,
48,75907,1-1-001,2024-10-04 23:11:18.168359,eda,1728083340289027,2024-10-04 23:09:00.289027,0.1914481073617935,,
49,75908,1-1-001,2024-10-04 23:11:18.168359,eda,1728083340539027,2024-10-04 23:09:00.539027,0.1898212730884552,,
50,75909,1-1-001,2024-10-04 23:11:18.168359,eda,1728083340789027,2024-10-04 23:09:00.789027,0.1904383450746536,,
51,75910,1-1-001,2024-10-04 23:11:18.168359,eda,1728083341039027,2024-10-04 23:09:01.039027,0.1893724948167801,,
52,75911,1-1-001,2024-10-04 23:11:18.168359,eda,1728083341289027,2024-10-04 23:09:01.289027,0.190704807639122,,
53,75912,1-1-001,2024-10-04 23:11:18.168359,eda,1728083341539027,2024-10-04 23:09:01.539027,0.1888395547866821,,
